year,GEOID10,statefp,state_place,tract,state,county,POP,NHWHITE,NHBLACK,NATIVE,ASIAN,HISPANIC,NONWHITE,NHWHITE_PR,NHBLACK_PR,NATIVE_PR,ASIAN_PR,HISPANIC_PR,OTHER_PR,entropy,divergence
2000-01-31,06075031100,06,0667000,Census Tract 311,CA,San Francisco County,6277.924786,2720.967285,263.9968262,44.99946213,2038.975586,1165.986084,3513.95795833,0.4334182676205131,0.04205160705154074,0.007167888062365837,0.32478496565409476,0.18572794733065157,0.006849324280833957,1.2089302704153013,0.23472274971145976
2000-01-31,06075031000,06,0667000,Census Tract 310,CA,San Francisco County,3556,1739,219,13,1214,337,1783,0.4890326209223847,0.06158605174353206,0.003655793025871766,0.34139482564679413,0.09476940382452194,0.009561304836895435,1.13220040672963,0.28132265157039477
2000-01-31,06075030800,06,0667000,Census Tract 308,CA,San Francisco County,5646,3436,39,25,1712,365,2141,0.6085724406659582,0.006907545164718385,0.004427913567127169,0.30322352107686856,0.06464753808005667,0.012221041445271141,0.8994946542074069,0.40380723815713826
2000-01-31,06075030700,06,0667000,Census Tract 307,CA,San Francisco County,6367,3756,319,25,1702,479,2525,0.5899167582849065,0.050102088895869326,0.003926495994974085,0.2673158473378357,0.07523166326370347,0.013507146222710875,1.030400101492003,0.26123305189697865
2000-01-31,06075030500,06,0667000,Census Tract 305,CA,San Francisco County,3374,1834,397,26,818,265,1506,0.5435684647302904,0.11766449318316538,0.007705986959098993,0.24244220509780676,0.07854179016004742,0.010077059869590954,1.1640056896442461,0.17057820364550014
2000-01-31,06075030400,06,0667000,Census Tract 304,CA,San Francisco County,5177,2802,72,12,2035,223,2342,0.5412401004442727,0.013907668533899941,0.0023179447556499902,0.3930847981456442,0.04307514004249565,0.006374348078037495,0.9082840657903857,0.505267085620661
2000-01-31,06075030302,06,0667000,Census Tract 303.02,CA,San Francisco County,3471,1644,42,16,1618,127,1803,0.4736387208297321,0.012100259291270527,0.004609622587150677,0.4661480841256122,0.0365888792855085,0.006914433880726101,0.9089948997153723,0.6086419848619737
2000-01-31,06075033201,06,0667000,Census Tract 332.01,CA,San Francisco County,3075,1462,230,20,967,345,1562,0.47544715447154473,0.07479674796747968,0.0065040650406504065,0.31447154471544714,0.11219512195121951,0.01658536585365855,1.1894200563942257,0.21527318575602658
2000-01-31,06075030301,06,0667000,Census Tract 303.01,CA,San Francisco County,5886,3016,124,12,2399,287,2822,0.5124023105674482,0.021066938498131158,0.0020387359836901123,0.4075773020727149,0.048759768943255184,0.008154943934760461,0.9496722412229817,0.4894454513017759
2000-01-31,06075030202,06,0667000,Census Tract 302.02,CA,San Francisco County,4454,2565,117,17,1379,304,1817,0.5758868432869331,0.026268522676246072,0.003816793893129771,0.3096093399191738,0.06825325550067356,0.016165244723843952,0.9808817388761172,0.34227781947058095
2000-01-31,06075030102,06,0667000,Census Tract 301.02,CA,San Francisco County,4797,3155,164,21,1161,258,1604,0.6577027308734625,0.03418803418803419,0.004377736085053158,0.24202626641651032,0.05378361475922452,0.007921617677715265,0.9153329241369228,0.3246165013342964
2000-01-31,06075026404,06,0667000,Census Tract 264.04,CA,San Francisco County,2287.677805,91.0550552,564.053242,14.0023077,986.4719253,632.0862092,2196.6136841999996,0.039802394813197924,0.24656148727202432,0.006120751650165178,0.43121103992176907,0.2763003635470424,3.962795801060182e-6,1.2228418536070813,0.578063354926623
2000-01-31,06075026403,06,0667000,Census Tract 264.03,CA,San Francisco County,4111.322314,333.9449463,322.9467773,13.99769306,2862.528076,522.9138184,3722.38636476,0.08122567894101626,0.07855058607307236,0.0034046693474589986,0.6962548439105424,0.12718871897232623,0.013375502755583746,0.9374455845571358,0.9821575512956395
2000-01-31,06075026401,06,0667000,Census Tract 264.01,CA,San Francisco County,3733,227,479,12,2450,549,3490,0.06080900080364318,0.1283150281275114,0.0032145727297080095,0.656308598982052,0.14706670238414143,0.00428609697294402,1.0104781304959067,0.912506367402772
2000-01-31,06075026303,06,0667000,Census Tract 263.03,CA,San Francisco County,4529,616,84,7,2545,1230,3866,0.13601236476043277,0.01854714064914992,0.0015455950540958269,0.5619342018105542,0.271583130933981,0.010377566791786252,1.0331925717773154,0.7290563121873795
2000-01-31,06075026402,06,0667000,Census Tract 264.02,CA,San Francisco County,4109,485,639,9,2130,812,3590,0.11803358481382331,0.1555122900949136,0.0021903139449987834,0.5183743003163787,0.19761499148211242,0.008274519347773124,1.216060107398946,0.5615799161204004
2000-01-31,06075026200,06,0667000,Census Tract 262,CA,San Francisco County,6992,832,194,24,3830,2082,6130,0.11899313501144165,0.027745995423340962,0.003432494279176201,0.5477688787185355,0.29776887871853547,0.004290617848970113,1.0626686071836002,0.716036318320411
2000-01-31,06075026003,06,0667000,Census Tract 260.03,CA,San Francisco County,4826,846,151,21,1856,1914,3942,0.17530045586406962,0.031288852051388316,0.00435142975549109,0.3845835060091173,0.3966017405719022,0.007874015748031482,1.1715945379097439,0.44443834495891255
2000-01-31,06075026301,06,0667000,Census Tract 263.01,CA,San Francisco County,4410,552,48,33,2604,1150,3835,0.1251700680272109,0.010884353741496598,0.007482993197278911,0.5904761904761905,0.26077097505668934,0.0052154195011338,1.0075295516383362,0.8136455723843419
2000-01-31,06075026001,06,0667000,Census Tract 260.01,CA,San Francisco County,5549,755,132,12,2087,2526,4757,0.13606055145071183,0.02378806992250856,0.002162551811137142,0.3761038024869346,0.45521715624436837,0.006667868084339501,1.0996330175585902,0.5214252356584961
2000-01-31,06075025900,06,0667000,Census Tract 259,CA,San Francisco County,4278,923,586,26,1962,739,3313,0.21575502571294997,0.13697989714820008,0.006077606358111267,0.4586255259467041,0.17274427302477793,0.009817671809256634,1.2950419871181864,0.3906249527330802
2000-01-31,06075025800,06,0667000,Census Tract 258,CA,San Francisco County,1871,228,255,8,940,423,1626,0.12185996793158739,0.1362907536076964,0.00427578834847675,0.5024051309460181,0.2260823089257082,0.00908605024051301,1.2334287881758044,0.5318648173575393
2000-01-31,06075025600,06,0667000,Census Tract 256,CA,San Francisco County,5705,899,174,21,3028,1518,4741,0.15758106923751095,0.030499561787905347,0.0036809815950920245,0.5307624890446976,0.2660823838737949,0.011393514460999232,1.1067419426904013,0.6291965338457168
2000-01-31,06075025500,06,0667000,Census Tract 255,CA,San Francisco County,7518.075216,1863.0326,114.003163,32.00053914,3260.024429,2209.01397,5615.042101139999,0.2478071243601136,0.01516387635459911,0.00425648031186178,0.4336248754284876,0.2938270643127867,0.005320579232151235,1.1546684330779584,0.4606760776581324
2000-01-31,06075025401,06,0667000,Census Tract 254.01,CA,San Francisco County,3906,1200,245,24,669,1686,2624,0.30721966205837176,0.06272401433691756,0.006144393241167435,0.17127496159754224,0.43164362519201227,0.020993343573988743,1.232409972311713,0.13704534744029548
2000-01-31,06075026002,06,0667000,Census Tract 260.02,CA,San Francisco County,3680,1079,186,33,1196,1161,2576,0.2932065217391304,0.050543478260869565,0.008967391304347826,0.325,0.3154891304347826,0.006793478260869623,1.2821060176962502,0.2475418778037334
2000-01-31,06075025300,06,0667000,Census Tract 253,CA,San Francisco County,4615,2005,213,36,603,1712,2564,0.4344528710725894,0.046153846153846156,0.007800650054171181,0.13066088840736728,0.37096424702058506,0.009967497291440863,1.175790092826562,0.10974975162471208
2000-01-31,06075025200,06,0667000,Census Tract 252,CA,San Francisco County,5454,2785,260,35,675,1625,2595,0.5106343967730106,0.047671433810047674,0.006417308397506418,0.12376237623762376,0.29794646131279795,0.013568023469013646,1.1400358948017888,0.08823762730275889
2000-01-31,06075023400,06,0667000,Census Tract 234,CA,San Francisco County,3492,132,1647,14,807,886,3354,0.037800687285223365,0.47164948453608246,0.004009163802978236,0.23109965635738833,0.25372279495990835,0.0017182130584192379,1.1869177671799123,0.5000378859982151
2000-01-31,06075023300,06,0667000,Census Tract 233,CA,San Francisco County,2591,129,454,13,1560,430,2457,0.04978772674642995,0.17522192203782325,0.005017367811655731,0.6020841373986877,0.1659590891547665,0.001929756850636788,1.0846501949430831,0.8233401079118998
2000-01-31,06075025402,06,0667000,Census Tract 254.02,CA,San Francisco County,3241,949,263,36,974,996,2269,0.2928108608454181,0.08114779389077445,0.011107682813946312,0.3005245294662141,0.30731255785251466,0.007096575131132488,1.337319191385195,0.18915190101880974
2000-01-31,06075023102,06,0667000,Census Tract 231.02,CA,San Francisco County,3600,135,2665,6,452,321,3444,0.0375,0.7402777777777778,0.0016666666666666668,0.12555555555555556,0.08916666666666667,0.005833333333333357,0.8324797629537454,0.822969457309161
2000-01-31,06075022902,06,0667000,Census Tract 229.02,CA,San Francisco County,2925,608,69,14,320,1895,2298,0.20786324786324786,0.02358974358974359,0.004786324786324786,0.1094017094017094,0.6478632478632479,0.006495726495726495,0.9637830600253645,0.41387305390758655
2000-01-31,06075023001,06,0667000,Census Tract 230.01,CA,San Francisco County,5083,369,1244,20,2696,747,4707,0.07259492425732834,0.2447373598268739,0.003934684241589613,0.5303954357662798,0.14696045642337202,0.0013771394845563112,1.1748323171279387,0.6769692643625377
2000-01-31,06075022803,06,0667000,Census Tract 228.03,CA,San Francisco County,5178,1145,80,22,484,3391,3977,0.22112784859018927,0.01544998068752414,0.004248744689069139,0.09347238315952106,0.6548860563924295,0.010814986481266886,0.9200639675090929,0.42719914085099386
2000-01-31,06075022901,06,0667000,Census Tract 229.01,CA,San Francisco County,4965,921,100,21,331,3564,4016,0.18549848942598188,0.02014098690835851,0.004229607250755287,0.06666666666666667,0.7178247734138973,0.005639476334340365,0.8327959222777381,0.5204154308313097
2000-01-31,06075022801,06,0667000,Census Tract 228.01,CA,San Francisco County,4676,1236,118,24,429,2839,3410,0.2643284858853721,0.02523524379811805,0.0051325919589392645,0.09174508126603935,0.6071428571428571,0.006415739948674171,0.9937330079363259,0.34100595341371415
2000-01-31,06075022702,06,0667000,Census Tract 227.02,CA,San Francisco County,1805,1307,47,12,182,229,470,0.7240997229916898,0.0260387811634349,0.006648199445983379,0.10083102493074793,0.12686980609418283,0.015512465373961115,0.8553545006683331,0.2313130620283926
2000-01-31,06075022600,06,0667000,Census Tract 226,CA,San Francisco County,846,578,102,7,91,60,260,0.6832151300236406,0.12056737588652482,0.008274231678486997,0.10756501182033097,0.07092198581560284,0.009456264775413836,0.9825106860905896,0.17128016724915993
2000-01-31,06075021800,06,0667000,Census Tract 218,CA,San Francisco County,3914,2646,134,31,384,674,1223,0.6760347470618293,0.0342360756259581,0.007920286152273888,0.09810935104752172,0.17220235053653551,0.011497189575881417,0.9492210117401675,0.17429694313459732
2000-01-31,06075021700,06,0667000,Census Tract 217,CA,San Francisco County,4139,2244,554,28,817,467,1866,0.5421599420149794,0.13384875573810098,0.0067649190625755015,0.19739067407586375,0.11282918579366998,0.007006523314810442,1.2013406344929758,0.10207454987163919
2000-01-31,06075021500,06,0667000,Census Tract 215,CA,San Francisco County,5195,3298,112,25,530,1182,1849,0.6348411934552455,0.021559191530317615,0.004812319538017324,0.10202117420596728,0.2275264677574591,0.009239653512993273,0.9665836472619237,0.16932233845565492
2000-01-31,06075021400,06,0667000,Census Tract 214,CA,San Francisco County,3285,2463,72,23,297,386,778,0.7497716894977169,0.021917808219178082,0.007001522070015221,0.09041095890410959,0.11750380517503806,0.013394216133942205,0.8033009726524519,0.2643682900608145
2000-01-31,06075021200,06,0667000,Census Tract 212,CA,San Francisco County,2882,2327,52,16,223,212,503,0.8074253990284525,0.018043025676613464,0.005551700208188758,0.07737682165163082,0.07356002775850104,0.018043025676613533,0.6639670209822055,0.34840710960780213
2000-01-31,06075021100,06,0667000,Census Tract 211,CA,San Francisco County,3833,3045,71,17,331,334,753,0.7944169058178973,0.01852334985650926,0.004435168275502218,0.08635533524654318,0.08713801200104357,0.00913122880250461,0.7048960609845972,0.32959412075420014
2000-01-31,06075020900,06,0667000,Census Tract 209,CA,San Francisco County,5092,1337,100,27,644,2944,3715,0.2625687352710134,0.019638648860958365,0.0053024351924587584,0.12647289866457187,0.5781618224666143,0.00785545954438338,1.034372710808623,0.3266700774843792
2000-01-31,06075020800,06,0667000,Census Tract 208,CA,San Francisco County,7371,1726,203,62,1145,4193,5603,0.2341609008275675,0.027540360873694207,0.008411341744675078,0.155338488671822,0.5688509021842355,0.005698005698005715,1.0892341611840863,0.3285554378570161
2000-01-31,06075020600,06,0667000,Census Tract 206,CA,San Francisco County,4836,3753,143,48,401,439,1031,0.7760545905707196,0.02956989247311828,0.009925558312655087,0.08291976840363938,0.09077750206782464,0.010752688172043112,0.7709204488098246,0.29427722699611386
2000-01-31,06075020500,06,0667000,Census Tract 205,CA,San Francisco County,2551,2052,67,36,188,176,467,0.804390435123481,0.026264210113680908,0.014112112896903175,0.07369658957271658,0.06899255194041552,0.012544100352802845,0.7074648946563812,0.3490608572645851
2000-01-31,06075020200,06,0667000,Census Tract 202,CA,San Francisco County,6188,2990,483,58,786,1811,3138,0.4831932773109244,0.07805429864253394,0.009372979961215255,0.12702003878474466,0.2926632191338074,0.009696186166774368,1.215981380148996,0.055333046535892605
2000-01-31,06075018000,06,0667000,Census Tract 180,CA,San Francisco County,2285,857,695,34,263,421,1413,0.375054704595186,0.3041575492341357,0.01487964989059081,0.1150984682713348,0.18424507658643327,0.006564551422319487,1.352918660117917,0.05293102156921958
2000-01-31,06075017902,06,0667000,Census Tract 179.02,CA,San Francisco County,1453,898,185,16,200,148,549,0.6180316586373021,0.12732278045423262,0.011011699931176875,0.13764624913971094,0.1018582243633861,0.004129387474191337,1.115095799606883,0.11891279503948543
2000-01-31,06075017700,06,0667000,Census Tract 177,CA,San Francisco County,1777,621,50,11,361,719,1141,0.34946539110861,0.028137310073157007,0.0061902082160945416,0.20315137872819358,0.40461451885199773,0.008441193021947124,1.1892422745616282,0.1917437677836575
2000-01-31,06075020100,06,0667000,Census Tract 201,CA,San Francisco County,6340,1436,358,87,1124,3290,4859,0.22649842271293374,0.056466876971608834,0.013722397476340693,0.17728706624605678,0.5189274447949527,0.007097791798107211,1.2046129959763017,0.26276162374292567
2000-01-31,06075017601,06,0667000,Census Tract 176.01,CA,San Francisco County,5774.776651,1774.419684,966.876394,103.3746744,2198.35816,665.4430501,3934.0522785000003,0.30727070348127306,0.16743095922724024,0.017901068846030422,0.3806828026187502,0.1152326904253115,0.011481775401394612,1.3504857352867634,0.27744726815636767
2000-01-31,06075017000,06,0667000,Census Tract 170,CA,San Francisco County,3775,3129,80,15,293,234,622,0.8288741721854305,0.02119205298013245,0.0039735099337748344,0.0776158940397351,0.061986754966887415,0.006357615894039603,0.6299715467039267,0.38136583803946866
2000-01-31,06075016700,06,0667000,Census Tract 167,CA,San Francisco County,4701,3295,555,36,387,392,1370,0.7009146990002127,0.11805998723675813,0.007657945118059987,0.08232291001914487,0.08338651350776431,0.007657945118060061,0.9513590676999296,0.1716979638381857
2000-01-31,06075016600,06,0667000,Census Tract 166,CA,San Francisco County,5045,3835,388,60,386,314,1148,0.7601585728444004,0.07690782953419227,0.011892963330029732,0.07651139742319128,0.0622398414271556,0.012289395441030804,0.8279277341837821,0.25898154154618697
2000-01-31,06075031400,06,0667000,Census Tract 314,CA,San Francisco County,6112.035356,585.0046575,1877.00654,32.00016247,2385.018655,1181.005137,5475.03049447,0.09571355913799134,0.307100078889007,0.005235598390082349,0.39021676349740014,0.1932261625156738,0.008507837569845411,1.2994952774654345,0.4380535396991977
2000-01-31,06075030900,06,0667000,Census Tract 309,CA,San Francisco County,6771,3762,340,22,2153,433,2948,0.5556047851129818,0.050214148574804315,0.003249150790134397,0.31797371141633435,0.06394919509673608,0.009009009009008917,1.0355259072957885,0.31909810866590776
2000-01-31,06075030600,06,0667000,Census Tract 306,CA,San Francisco County,2132,1407,24,7,537,143,711,0.6599437148217636,0.01125703564727955,0.003283302063789869,0.2518761726078799,0.06707317073170732,0.0065666041275795894,0.8720787176477846,0.36602251193665913
2000-01-31,06075030101,06,0667000,Census Tract 301.01,CA,San Francisco County,4475,2867,146,17,1145,262,1570,0.6406703910614525,0.032625698324022345,0.003798882681564246,0.2558659217877095,0.05854748603351955,0.008491620111731768,0.9330142470072817,0.3237518668754649
2000-01-31,06075030201,06,0667000,Census Tract 302.01,CA,San Francisco County,3980,2244,83,24,1312,257,1676,0.563819095477387,0.02085427135678392,0.006030150753768844,0.32964824120603015,0.06457286432160804,0.015075376884421954,0.9773581645032303,0.3779051675865145
2000-01-31,06075026302,06,0667000,Census Tract 263.02,CA,San Francisco County,4354.83361,882.9662476,119.9954147,16.99934959,2192.91626,1066.959229,3396.87025329,0.20275544984599309,0.027554534902195726,0.00390355892150837,0.5035591382789939,0.24500573949598045,0.017221578555328465,1.1342240574292337,0.547323188519744
2000-01-31,06075026100,06,0667000,Census Tract 261,CA,San Francisco County,5995,925,104,25,3464,1445,5038,0.1542952460383653,0.017347789824854045,0.004170141784820684,0.5778148457047539,0.24103419516263552,0.005337781484570536,1.0414248725559452,0.7413778077611126
2000-01-31,06075026004,06,0667000,Census Tract 260.04,CA,San Francisco County,4010,670,99,17,1687,1493,3296,0.16708229426433915,0.024688279301745636,0.004239401496259352,0.42069825436408975,0.37231920199501245,0.010972568578553665,1.145608153421681,0.49761963987808183
2000-01-31,06075025403,06,0667000,Census Tract 254.03,CA,San Francisco County,4487,1038,588,24,1220,1568,3400,0.23133496768442166,0.1310452418096724,0.005348785379986628,0.27189659014932027,0.3494539781591264,0.010920436817472678,1.3544494358873442,0.16571584866337194
2000-01-31,06075025100,06,0667000,Census Tract 251,CA,San Francisco County,3249.090679,1634.033579,257.0337558,26.00064397,558.0044513,737.0185253,1578.05737637,0.5029202753746843,0.07910944359334085,0.008002437155125027,0.17174172912642185,0.22683839822126428,0.011387716529163705,1.2240864180116429,0.06488805483566448
2000-01-31,06075023200,06,0667000,Census Tract 232,CA,San Francisco County,4490,187,2651,39,572,1011,4273,0.041648106904231624,0.5904231625835189,0.00868596881959911,0.12739420935412027,0.22516703786191536,0.006681514476614692,1.0829019978088834,0.5613558312962864
2000-01-31,06075022903,06,0667000,Census Tract 229.03,CA,San Francisco County,3942.025013,927.0125797,117.0019786,25.00020017,483.0042959,2345.005674,2970.01214867,0.2351615163888865,0.02968067889324679,0.006341968934127613,0.1225269485371477,0.5948733623624016,0.011415524884189843,1.043098093669975,0.33161434545986573
2000-01-31,06075022802,06,0667000,Census Tract 228.02,CA,San Francisco County,1762,613,114,13,317,689,1133,0.347900113507378,0.06469920544835414,0.0073779795686719635,0.17990919409761635,0.3910329171396141,0.009080590238365494,1.256458469694583,0.12007176774594311
2000-01-31,06075021600,06,0667000,Census Tract 216,CA,San Francisco County,3880,2463,296,16,721,341,1374,0.6347938144329897,0.07628865979381444,0.004123711340206186,0.18582474226804124,0.08788659793814432,0.011082474226804195,1.0338854236107944,0.17845151452647906
2000-01-31,06075021300,06,0667000,Census Tract 213,CA,San Francisco County,2402,1884,51,17,240,188,496,0.7843463780183181,0.021232306411323898,0.007077435470441299,0.09991673605328892,0.07826810990840966,0.00915903413821817,0.7368993655596258,0.32570888528706765
2000-01-31,06075021000,06,0667000,Census Tract 210,CA,San Francisco County,4559,2573,162,29,468,1276,1935,0.5643781531037508,0.035534108357095855,0.006361044088615924,0.10265409080938802,0.27988593989910066,0.011186663742048797,1.063679692650167,0.11832121347654671
2000-01-31,06075020700,06,0667000,Census Tract 207,CA,San Francisco County,5427,3448,166,51,536,1189,1942,0.6353418094711627,0.03058780173208034,0.009397457158651189,0.09876543209876543,0.21908973650267183,0.006817763036668589,0.9999922815877168,0.15783610703863088
2000-01-31,06075020300,06,0667000,Census Tract 203,CA,San Francisco County,3145,2109,132,24,328,510,994,0.6705882352941176,0.04197138314785374,0.007631160572337043,0.10429252782193958,0.16216216216216217,0.013354531001589898,0.9690120988294515,0.16066944483496948
2000-01-31,06075016900,06,0667000,Census Tract 169,CA,San Francisco County,2995,2299,148,28,239,249,664,0.7676126878130217,0.04941569282136895,0.009348914858096828,0.07979966611018365,0.08313856427378966,0.010684474123539234,0.8038488378612432,0.2661988428037969
2000-01-31,06075010600,06,0667000,Census Tract 106,CA,San Francisco County,4279,1377,51,11,2680,131,2873,0.32180415985043237,0.01191867258705305,0.002570694087403599,0.6263145594765132,0.03061462958635195,0.006777284412245899,0.8327767930404072,0.8883155480383079
2000-01-31,06075011700,06,0667000,Census Tract 117,CA,San Francisco County,1747,527,87,15,953,144,1199,0.3016599885518031,0.04979965655409273,0.008586147681740127,0.5455065827132227,0.0824270177447052,0.012020606754436058,1.0880855744414442,0.6062150228356423
2000-01-31,06075011902,06,0667000,Census Tract 119.02,CA,San Francisco County,2792.999863,1690.822388,84.16822052,17.57943916,759.1121216,221.0747528,1081.93453408,0.6053786147285608,0.03013541877857228,0.006294106703291306,0.27179096270510633,0.0791531556190413,0.007247741465427948,0.996105360647012,0.3041772141667004
2000-01-31,06075012100,06,0667000,Census Tract 121,CA,San Francisco County,3462,1944,134,35,1042,257,1468,0.561525129982669,0.03870595031773541,0.010109763142692086,0.30098209127671866,0.07423454650491046,0.014442518775274471,1.0508042012241587,0.30503709372238597
2000-01-31,06075012502,06,0667000,Census Tract 125.02,CA,San Francisco County,3930.000072,1135.208984,602.6983643,78.32535553,1539.550903,510.640625,2731.21524783,0.2888572425451091,0.15335835960768399,0.019930115545809587,0.39174322513854654,0.12993399889179444,0.01617705827105631,1.3565715263953422,0.28863870525350044
2000-01-31,06075012901,06,0667000,Census Tract 129.01,CA,San Francisco County,2561.000051,2072.67749,27.3783741,13.0159483,293.083252,125.2223969,458.6999713,0.8093234864211254,0.01069050119280923,0.005082369402889169,0.11444093954061386,0.04889589785486498,0.011566805587697404,0.6422244927052134,0.40419980884473433
2000-01-31,06075013102,06,0667000,Census Tract 131.02,CA,San Francisco County,2851.000011,2313.599609,54.22498703,10.13963223,335.0487061,121.2347336,520.64805896,0.8115045949047525,0.019019637608131877,0.0035565177800344805,0.11751971406779486,0.04252358229822539,0.005875953341060947,0.6508152002742876,0.4005677070159045
2000-01-31,06075013300,06,0667000,Census Tract 133,CA,San Francisco County,4145,3553,49,17,394,109,569,0.8571773220747889,0.011821471652593486,0.004101326899879373,0.09505428226779251,0.026296743063932447,0.005548854041013129,0.5264721223101567,0.48285474033550196
2000-01-31,06075015100,06,0667000,Census Tract 151,CA,San Francisco County,2420,1615,68,9,570,129,776,0.6673553719008265,0.02809917355371901,0.00371900826446281,0.23553719008264462,0.05330578512396694,0.011983471074380025,0.8879133301738766,0.3316119957413494
2000-01-31,06075016000,06,0667000,Census Tract 160,CA,San Francisco County,2026,1220,106,9,487,159,761,0.6021717670286278,0.05231984205330701,0.004442250740375123,0.2403751233958539,0.07847976307996052,0.02221125370187571,1.0262464784365457,0.22763150277334956
2000-01-31,06075016400,06,0667000,Census Tract 164,CA,San Francisco County,3791,2341,688,34,343,335,1400,0.6175151675019783,0.18148245845423372,0.008968609865470852,0.09047744658401477,0.0883671854391981,0.0131891321551042,1.0814570878069063,0.1075596160243036
2000-01-31,06075016801,06,0667000,Census Tract 168.01,CA,San Francisco County,2983.000033,1874.092651,497.2481689,36.18128204,264.0255737,281.6272888,1079.08231344,0.6282576702204147,0.16669398705970448,0.012129159114897,0.08851008071711947,0.09441075617983408,0.009998346708030348,1.0816048592718794,0.11380703804380311
2000-01-31,06075023003,06,0667000,Census Tract 230.03,CA,San Francisco County,4028,268,1557,10,1522,655,3744,0.06653426017874876,0.3865441906653426,0.0024826216484607746,0.37785501489572987,0.16261171797418073,0.003972194637537285,1.2257277106079134,0.5328835008865648
2000-01-31,06075031201,06,0667000,Census Tract 312.01,CA,San Francisco County,5639.999988,742.9621582,1043.336914,25.91728592,2975.835938,819.3849487,4864.47508662,0.13173087939375364,0.18498881493260033,0.004595263470770065,0.527630486583611,0.1452810195821582,0.005773536037106841,1.2215188277441864,0.5772685084719432
2000-01-31,06075031302,06,0667000,Census Tract 313.02,CA,San Francisco County,4583.999844,726.6430664,1353.79187,19.00451088,2046.897583,409.1559448,3828.8499086799998,0.15851725373662556,0.29532982462291724,0.004145835847894938,0.44653090153988234,0.08925740809863779,0.006218776154042094,1.2505975122562982,0.49400481233386195
2000-01-31,06075032801,06,0667000,Census Tract 328.01,CA,San Francisco County,4258.000137,1497.773071,56.70973587,16.95992088,2471.378418,165.3592224,2710.4072971499995,0.35175505467580026,0.013318396910610528,0.003983071943240757,0.5804082523447791,0.0388349499952118,0.011700274130357569,0.8889555574924615,0.7782226544106132
2000-01-31,06075032902,06,0667000,Census Tract 329.02,CA,San Francisco County,3604.000104,1200.338379,28.14292526,12.79223919,2210.925293,132.6128693,2384.4733267499996,0.33305725426249877,0.007808802566005696,0.0035494558326461135,0.6134642700332175,0.03679602260633009,0.0053241946993018985,0.8453643019582274,0.8642787452986569
2000-01-31,06075033100,06,0667000,Census Tract 331,CA,San Francisco County,3739,1858,27,13,1647,166,1853,0.4969243113131853,0.007221182134260497,0.0034768654720513507,0.4404921101898903,0.04439689756619417,0.007488633324418292,0.9022193594396102,0.5752666624523325
2000-01-31,06075033204,06,0667000,Census Tract 332.04,CA,San Francisco County,3873.999879,1713.890015,266.3441772,13.87765217,1485.442505,294.6332092,2060.29754357,0.44240838113872333,0.06875172574056758,0.003582254156802466,0.3834389652545469,0.07605400578279162,0.025764667926568063,1.1285276720175037,0.32336806063663753
2000-01-31,06075035400,06,0667000,Census Tract 354,CA,San Francisco County,6726,2325,124,34,3810,373,4341,0.3456735057983943,0.018435920309247695,0.005055010407374368,0.5664585191793042,0.05545643770443057,0.008920606601248937,0.9498823368471876,0.7189602146138016
2000-01-31,06075047701,06,0667000,Census Tract 477.01,CA,San Francisco County,4618,1910,73,13,2308,258,2652,0.4135989605889996,0.01580770896491988,0.00281507145950628,0.4997834560415764,0.05586834127327848,0.01212646167171938,0.9550468476561232,0.608585326510259
2000-01-31,06075047801,06,0667000,Census Tract 478.01,CA,San Francisco County,4172.999898,1763.62439,72.88146973,15.54090118,2110.347168,173.0934906,2371.86302951,0.42262747019122976,0.017465006353086666,0.003724155657767524,0.5057146464373098,0.04147939008648401,0.00898933127412227,0.9323114680932412,0.6397865352859629
2000-01-31,06075047901,06,0667000,Census Tract 479.01,CA,San Francisco County,6540,2846,215,30,3074,267,3586,0.43516819571865445,0.03287461773700306,0.0045871559633027525,0.47003058103975537,0.0408256880733945,0.016513761467889854,0.9844697196795085,0.5491289081698725
2000-01-31,06075047902,06,0667000,Census Tract 479.02,CA,San Francisco County,3539,1716,54,21,1576,147,1798,0.48488273523594233,0.015258547612319864,0.00593387962701328,0.4453235377225205,0.041537157389092964,0.007064142413111152,0.9376085705651656,0.5632311748148029
2000-01-31,06075060502,06,0667000,Census Tract 605.02,CA,San Francisco County,3416,99,1605,14,1047,645,3311,0.028981264637002343,0.469847775175644,0.004098360655737705,0.3064988290398126,0.18881733021077282,0.0017564402810305024,1.157254332337465,0.5952938760434965
2000-01-31,06075980600,06,0667000,Census Tract 9806,CA,San Francisco County,530,28,316,2,117,67,502,0.052830188679245285,0.5962264150943396,0.0037735849056603774,0.22075471698113208,0.12641509433962264,1.1102230246251565e-16,1.0796858442631072,0.624212915237769
2000-01-31,06075980900,06,0667000,Census Tract 9809,CA,San Francisco County,410.8843473,163.9538574,126.9642639,2.99915576,30.99127769,85.97579956,246.93049691,0.3990267784046102,0.30900243519692727,0.007299269927676799,0.07542579291143515,0.20924574062011245,-1.7060761914322597e-8,1.2876609484929011,0.05179703605348601
