Geo_FIPS,Geo_TRACT,occ_hu,hu_size1,hu_size2,hu_size3,hu_size4,hu_size5,hu_size6,hu_size7up,avg_hh_size
60750353003,35300,462,141,130,65,78,22,26,0,2.7
60750353004,35300,248,68,68,21,33,50,0,8,2.84
60750353005,35300,529,48,162,156,163,0,0,0,2.9
60750353006,35300,449,141,132,117,36,0,0,23,2.58
60750354001,35400,486,103,205,41,112,25,0,0,2.59
60750354002,35400,561,109,83,174,49,74,20,52,3.48
60750354003,35400,437,158,131,12,82,15,0,39,2.86
60750354004,35400,630,204,148,100,145,0,15,18,2.83
60750354005,35400,436,74,189,121,36,0,16,0,2.49
60750401001,40100,332,66,165,43,44,14,0,0,2.38
60750401002,40100,446,117,169,51,39,60,10,0,2.7
60750401003,40100,697,189,239,170,83,16,0,0,2.43
60750401004,40100,437,236,103,46,31,21,0,0,1.9
60750402001,40200,691,226,251,109,41,64,0,0,2.25
60750402002,40200,492,246,182,8,56,0,0,0,1.79
60750402003,40200,637,234,155,168,18,39,0,23,2.53
60750402004,40200,613,175,208,60,170,0,0,0,2.47
60750426011,42601,640,237,209,84,110,0,0,0,2.23
60750426012,42601,1149,376,425,208,88,52,0,0,2.24
60750426021,42602,384,166,127,76,15,0,0,0,1.89
60750426022,42602,490,188,163,82,50,7,0,0,2.11
60750426023,42602,475,120,189,110,41,12,3,0,2.32
60750427001,42700,699,209,296,109,30,55,0,0,2.35
60750427002,42700,954,295,355,193,111,0,0,0,2.27
60750427003,42700,681,233,241,83,93,11,20,0,2.27
60750428001,42800,455,66,164,83,77,58,0,7,2.89
60750428002,42800,204,36,80,29,47,12,0,0,2.7
60750428003,42800,232,55,63,50,28,33,0,3,2.77
60750451001,45100,884,251,433,129,57,14,0,0,2.14
60750451002,45100,549,151,160,115,123,0,0,0,2.47
60750451003,45100,619,155,164,82,182,0,36,0,2.94
60750452001,45200,807,176,412,80,76,42,0,21,2.57
60750452002,45200,832,167,440,206,0,19,0,0,2.21
60750452003,45200,361,104,120,102,0,35,0,0,2.37
60750452004,45200,449,63,272,84,27,3,0,0,2.26
60750452005,45200,539,143,73,183,77,63,0,0,2.77
60750476001,47600,772,242,360,51,119,0,0,0,2.1
60750476002,47600,530,249,85,37,124,10,25,0,2.54
60750476003,47600,459,78,163,131,60,0,0,27,2.74
60750476004,47600,559,126,176,172,66,19,0,0,2.58
60750477011,47701,736,359,173,71,70,45,18,0,2.14
60750477012,47701,722,208,261,171,41,14,27,0,2.44
60750477013,47701,548,175,194,150,19,10,0,0,2.25
60750477021,47702,418,93,138,118,36,21,3,9,2.69
60750477022,47702,475,120,122,84,113,36,0,0,2.72
60750477023,47702,606,205,155,119,75,34,18,0,2.49
60750478011,47801,532,212,92,131,46,29,0,22,2.59
60750478012,47801,533,149,137,112,80,39,0,16,2.8
60750478013,47801,640,214,240,80,55,34,0,17,2.37
60750478021,47802,519,139,218,115,32,0,15,0,2.31
60750478022,47802,400,116,122,59,40,36,27,0,2.66
60750478023,47802,492,86,158,99,91,8,20,30,3.23
60750479011,47901,322,78,69,54,86,35,0,0,2.83
60750479012,47901,757,342,339,62,0,14,0,0,1.73
60750479013,47901,619,97,195,148,96,19,0,64,3.38
60750479014,47901,467,130,72,32,118,78,37,0,3.38
60750479015,47901,551,225,159,35,45,23,26,38,2.88
60750479021,47902,415,108,161,86,44,16,0,0,2.43
60750479022,47902,661,279,207,81,43,22,8,21,2.25
60750479023,47902,447,124,185,34,77,8,19,0,2.54
60750601001,60100,1324,168,326,351,369,85,25,0,3.19
60750604001,60400,1028,647,269,84,17,11,0,0,1.54
60750605021,60502,300,76,93,44,37,15,14,21,3.22
60750605022,60502,242,8,119,62,25,12,7,9,3.28
60750605023,60502,451,105,81,59,84,67,9,46,3.88
60750607001,60700,5854,2132,2415,765,306,236,0,0,2.02
60750607002,60700,114,38,76,0,0,0,0,0,1.75
60750607003,60700,344,87,136,50,71,0,0,0,2.48
60750610001,61000,1165,314,416,297,80,29,19,10,2.48
60750610002,61000,575,119,100,166,60,59,49,22,3.37
60750611001,61100,299,152,80,44,23,0,0,0,1.8
60750611002,61100,1217,405,424,205,88,47,48,0,2.29
60750611003,61100,593,239,238,84,32,0,0,0,1.94
60750612001,61200,488,181,166,30,63,23,0,25,2.87
60750612002,61200,721,190,176,119,95,107,12,22,3.23
60750614001,61400,1216,360,428,189,239,0,0,0,2.39
60750614002,61400,827,169,351,128,134,45,0,0,2.58
60750614003,61400,584,183,240,99,62,0,0,0,2.11
60750615001,61500,1221,663,435,123,0,0,0,0,1.6
60750615002,61500,1601,268,803,401,77,0,52,0,2.52
60750615003,61500,1798,521,898,331,48,0,0,0,1.97
60750615004,61500,1581,752,685,33,56,55,0,0,1.75
60750615005,61500,545,477,68,0,0,0,0,0,1.13
60750615006,61500,1751,660,671,361,22,0,37,0,2.04
60759802001,980200,70,33,24,13,0,0,0,0,1.73
60759803001,980300,48,34,14,0,0,0,0,0,1.31
60759804011,980401,0,0,0,0,0,0,0,0,
60759805011,980501,239,126,33,20,55,5,0,0,2.12
60759806001,980600,297,96,95,40,62,4,0,0,2.32
60759809001,980900,141,71,50,10,10,0,0,0,1.79
60759901000,990100,0,0,0,0,0,0,0,0,
